Item_Identifier,Outlet_Identifier,Predicted_Sales
FDV02,6,2264.5340332718733
FDV02,4,1494.6104726084052
FDY28,9,3689.02246015759
FDY28,3,3738.11118256782
FDY28,0,1825.490227846948
FDY28,1,3121.3314592989464
FDY28,5,4748.757371311556
FDY28,7,3348.329026944224
FDY28,2,3020.401607516472
FDY28,8,3265.9707005415125
FDY28,6,2922.3058232673843
FDY28,4,2152.3822626039164
FDX31,9,4144.348120227928
FDX31,3,4193.436842638157
FDX31,0,2280.815887917286
FDX31,1,3576.6571193692844
FDX31,5,5204.083031381894
FDX31,7,3803.6546870145617
FDX31,2,3475.72726758681
FDX31,8,3721.29636061185
FDX31,6,3377.631483337722
FDX31,4,2607.707922674254
FDR43,9,767.5783524727681
FDR43,3,816.6670748829974
FDR43,0,-1095.9538798378735
FDR43,1,199.88735161412455
FDR43,5,1827.3132636267344
FDR43,7,426.88491925940184
FDR43,2,98.95749983165024
FDR43,8,344.5265928566905
FDR43,6,0.8617155825622831
FDR43,4,-769.0618450809061
FDP51,9,2226.3925695135817
FDP51,3,2275.4812919238116
FDP51,0,362.86033720293995
FDP51,1,1658.7015686549385
FDP51,5,3286.1274806675483
FDP51,7,1885.6991363002155
FDP51,2,1557.771716872464
FDP51,8,1803.3408098975044
FDP51,6,1459.675932623376
FDP51,4,689.7523719599078
FDL52,9,1061.9388367207455
FDL52,3,1111.027559130975
FDL52,0,-801.5933955898963
FDL52,1,494.2478358621022
FDL52,5,2121.673747874712
FDL52,7,721.2454035073793
FDL52,2,393.3179840796274
FDL52,8,638.8870771046679
FDL52,6,295.22219983053947
FDL52,4,-474.70136083292846
FDC50,9,1728.076933119238
FDC50,3,1777.1656555294676
FDC50,0,-135.45529919140427
FDC50,1,1160.3859322605947
FDC50,5,2787.8118442732043
FDC50,7,1387.3834999058715
FDC50,2,1059.45608047812
FDC50,8,1305.0251735031604
FDC50,6,961.360296229032
FDC50,4,191.43673556556382
FDT57,9,4121.699693800602
FDT57,3,4170.788416210832
FDT57,0,2258.1674614899603
FDT57,1,3554.008692941959
FDT57,5,5181.434604954568
FDT57,7,3781.0062605872363
FDT57,2,3453.078841159484
FDT57,8,3698.6479341845247
FDT57,6,3354.9830569103965
FDT57,4,2585.0594962469286
FDP22,9,1202.6801770622035
FDP22,3,1251.768899472433
FDP22,0,-660.8520552484388
FDP22,1,634.9891762035602
FDP22,5,2262.41508821617
FDP22,7,861.9867438488372
FDP22,2,534.0593244210854
FDP22,8,779.6284174461259
FDP22,6,435.96354017199747
FDP22,4,-333.96002049147046
FDY32,9,2732.03954557985
FDY32,3,2781.1282679900796
FDY32,0,868.5073132692082
FDY32,1,2164.3485447212065
FDY32,5,3791.7744567338164
FDY32,7,2391.346112366484
FDY32,2,2063.418692938732
FDY32,8,2308.9877859637727
FDY32,6,1965.322908689644
FDY32,4,1195.399348026176
FDW07,9,1657.832610080618
FDW07,3,1706.9213324908476
FDW07,0,-205.69962223002403
FDW07,1,1090.1416092219747
FDW07,5,2717.567521234584
FDW07,7,1317.1391768672515
FDW07,2,989.2117574394999
FDW07,8,1234.7808504645404
FDW07,6,891.115973190412
FDW07,4,121.19241252694383
NCF18,9,3288.2045194851544
NCF18,3,3337.293241895384
NCF18,0,1424.6722871745128
NCF18,1,2720.513518626511
NCF18,5,4347.9394306391205
NCF18,7,2947.5110862717884
NCF18,2,2619.5836668440365
NCF18,8,2865.1527598690773
NCF18,6,2521.4878825949486
NCF18,4,1751.5643219314804
FDG35,9,3224.986156710932
FDG35,3,3274.0748791211613
FDG35,0,1361.45392440029
FDG35,1,2657.295155852288
FDG35,5,4284.721067864898
FDG35,7,2884.292723497565
FDG35,2,2556.3653040698136
FDG35,8,2801.934397094854
FDG35,6,2458.2695198207257
FDG35,4,1688.3459591572575
FDY34,9,3102.269826987059
FDY34,3,3151.3585493972887
FDY34,0,1238.737594676417
FDY34,1,2534.5788261284156
FDY34,5,4162.004738141025
FDY34,7,2761.576393773693
FDY34,2,2433.6489743459406
FDY34,8,2679.2180673709818
FDY34,6,2335.5531900968526
FDY34,4,1565.6296294333847
NCE19,9,1153.0281386021393
NCE19,3,1202.1168610123689
NCE19,0,-710.5040937085028
NCE19,1,585.337137743496
NCE19,5,2212.763049756106
NCE19,7,812.334705388773
NCE19,2,484.4072859610212
NCE19,8,729.9763789860617
NCE19,6,386.3115017119335
NCE19,4,-383.6120589515349
NCK31,9,1212.969585506087
NCK31,3,1262.0583079163166
NCK31,0,-650.5626468045548
NCK31,1,645.2785846474437
NCK31,5,2272.7044966600533
NCK31,7,872.2761522927208
NCK31,2,544.348732864969
NCK31,8,789.9178258900095
NCK31,6,446.252948615881
NCK31,4,-323.6706120475869
NCJ29,9,1744.1267176607614
NCJ29,3,1793.2154400709912
NCJ29,0,-119.40551464988039
NCJ29,1,1176.4357168021181
NCJ29,5,2803.8616288147277
NCJ29,7,1403.4332844473952
NCJ29,2,1075.5058650196434
NCJ29,8,1321.074958044684
NCJ29,6,977.4100807705554
NCJ29,4,207.48652010708747
FDT59,9,4033.3152578930917
FDT59,3,4082.403980303321
FDT59,0,2169.7830255824497
FDT59,1,3465.6242570344484
FDT59,5,5093.050169047058
FDT59,7,3692.6218246797253
FDT59,2,3364.694405251974
FDT59,8,3610.263498277014
FDT59,6,3266.598621002886
FDT59,4,2496.6750603394175
NCX41,9,3718.3134206944987
NCX41,3,3767.4021431047286
NCX41,0,1854.781188383857
NCX41,1,3150.6224198358555
NCX41,5,4778.048331848466
NCX41,7,3377.6199874811327
NCX41,2,3049.692568053381
NCX41,8,3295.2616610784216
NCX41,6,2951.596783804293
NCX41,4,2181.673223140825
FDU45,9,2225.519558539814
FDU45,3,2274.608280950044
FDU45,0,361.98732622917237
FDU45,1,1657.8285576811709
FDU45,5,3285.2544696937803
FDU45,7,1884.826125326448
FDU45,2,1556.898705898696
FDU45,8,1802.4677989237368
FDU45,6,1458.8029216496084
FDU45,4,688.8793609861402
FDW24,9,1172.6294405162146
FDW24,3,1221.7181629264442
FDW24,0,-690.9027917944277
FDW24,1,604.9384396575713
FDW24,5,2232.364351670181
FDW24,7,831.9360073028483
FDW24,2,504.0085878750965
FDW24,8,749.577680900137
FDW24,6,405.91280362600855
FDW24,4,-364.01075703745937
FDF22,9,3707.1285226643877
FDF22,3,3756.217245074617
FDF22,0,1843.5962903537454
FDF22,1,3139.437521805744
FDF22,5,4766.863433818354
FDF22,7,3366.435089451021
FDF22,2,3038.5076700232694
FDF22,8,3284.0767630483097
FDF22,6,2940.4118857741814
FDF22,4,2170.4883251107135
FDM60,9,1123.7452520083605
FDM60,3,1172.83397441859
FDM60,0,-739.7869803022813
FDM60,1,556.0542511497172
FDM60,5,2183.480163162327
FDM60,7,783.0518187949942
FDM60,2,455.1243993672424
FDM60,8,700.6934923922829
FDM60,6,357.02861511815445
FDM60,4,-412.8949455453135
FDR02,9,2138.608273122009
FDR02,3,2187.696995532239
FDR02,0,275.0760408113672
FDR02,1,1570.9172722633657
FDR02,5,3198.3431842759755
FDR02,7,1797.9148399086425
FDR02,2,1469.987420480891
FDR02,8,1715.5565135059317
FDR02,6,1371.8916362318032
FDR02,4,601.968075568335
DRP35,9,2289.3342923464415
DRP35,3,2338.4230147566714
DRP35,0,425.80206003579974
DRP35,1,1721.6432914877983
DRP35,5,3349.0692035004076
DRP35,7,1948.6408591330753
DRP35,2,1620.7134397053235
DRP35,8,1866.2825327303642
DRP35,6,1522.6176554562355
DRP35,4,752.6940947927676
FDS48,9,2748.483819241891
FDS48,3,2797.572541652121
FDS48,0,884.9515869312493
FDS48,1,2180.792818383248
FDS48,5,3808.2187303958576
FDS48,7,2407.7903860285246
FDS48,2,2079.8629666007732
FDS48,8,2325.4320596258135
FDS48,6,1981.7671823516853
FDS48,4,1211.8436216882171
NCZ42,9,4147.4109917665855
NCZ42,3,4196.499714176815
NCZ42,0,2283.8787594559435
NCZ42,1,3579.7199909079422
NCZ42,5,5207.145902920552
NCZ42,7,3806.7175585532195
NCZ42,2,3478.7901391254672
NCZ42,8,3724.359232150508
NCZ42,6,3380.6943548763797
NCZ42,4,2610.770794212912
FDZ38,9,3132.3657956725283
FDZ38,3,3181.454518082758
FDZ38,0,1268.8335633618865
FDZ38,1,2564.674794813885
FDZ38,5,4192.100706826494
FDZ38,7,2791.6723624591623
FDZ38,2,2463.74494303141
FDZ38,8,2709.314036056451
FDZ38,6,2365.649158782322
FDZ38,4,1595.7255981188541
NCB55,9,1115.5618066117067
NCB55,3,1164.6505290219363
NCB55,0,-747.9704256989353
NCB55,1,547.8708057530635
NCB55,5,2175.296717765673
NCB55,7,774.8683733983405
NCB55,2,446.9409539705887
NCB55,8,692.5100469956292
NCB55,6,348.84516972150095
NCB55,4,-421.078390941967
FDC15,9,2576.335134413758
FDC15,3,2625.4238568239875
FDC15,0,712.8029021031161
FDC15,1,2008.6441335551146
FDC15,5,3636.0700455677243
FDC15,7,2235.6417012003917
FDC15,2,1907.7142817726399
FDC15,8,2153.2833747976806
FDC15,6,1809.618497523552
FDC15,4,1039.6949368600838
FDF11,9,4251.45517908808
FDF11,3,4300.543901498309
FDF11,0,2387.9229467774376
FDF11,1,3683.7641782294363
FDF11,5,5311.190090242046
FDF11,7,3910.7617458747136
FDF11,2,3582.8343264469613
FDF11,8,3828.403419472002
FDF11,6,3484.738542197874
FDF11,4,2714.814981534406
FDW35,9,1103.4678780031243
FDW35,3,1152.5566004133539
FDW35,0,-760.0643543075175
FDW35,1,535.776877144481
FDW35,5,2163.2027891570906
FDW35,7,762.774444789758
FDW35,2,434.8470253620062
FDW35,8,680.4161183870467
FDW35,6,336.75124111291825
FDW35,4,-433.1723195505497
FDB44,9,3739.3310593354827
FDB44,3,3788.419781745712
FDB44,0,1875.7988270248404
FDB44,1,3171.640058476839
FDB44,5,4799.065970489449
FDB44,7,3398.637626122116
FDB44,2,3070.7102066943644
FDB44,8,3316.2792997194047
FDB44,6,2972.6144224452764
FDB44,4,2202.6908617818085
NCC06,9,2399.1203154666896
NCC06,3,2448.2090378769194
NCC06,0,535.5880831560478
NCC06,1,1831.4293146080463
NCC06,5,3458.855226620656
NCC06,7,2058.426882253323
NCC06,2,1730.4994628255715
NCC06,8,1976.068555850612
NCC06,6,1632.4036785764836
NCC06,4,862.4801179130156
FDB17,9,3212.321470912899
FDB17,3,3261.4101933231286
FDB17,0,1348.789238602257
FDB17,1,2644.6304700542555
FDB17,5,4272.056382066865
FDB17,7,2871.628037699533
FDB17,2,2543.7006182717805
FDB17,8,2789.2697112968217
FDB17,6,2445.6048340226926
FDB17,4,1675.6812733592246
FDW43,9,4009.478945550736
FDW43,3,4058.567667960966
FDW43,0,2145.946713240094
FDW43,1,3441.7879446920933
FDW43,5,5069.213856704702
FDW43,7,3668.78551233737
FDW43,2,3340.8580929096183
FDW43,8,3586.427185934659
FDW43,6,3242.7623086605304
FDW43,4,2472.8387479970625
FDA27,9,4470.696221783862
FDA27,3,4519.784944194092
FDA27,0,2607.16398947322
FDA27,1,3903.005220925219
FDA27,5,5530.431132937829
FDA27,7,4130.002788570496
FDA27,2,3802.0753691427444
FDA27,8,4047.6444621677847
FDA27,6,3703.9795848936565
FDA27,4,2934.056024230188
FDN32,9,3308.607439201891
FDN32,3,3357.6961616121207
FDN32,0,1445.0752068912493
FDN32,1,2740.9164383432476
FDN32,5,4368.342350355857
FDN32,7,2967.914005988525
FDN32,2,2639.986586560773
FDN32,8,2885.555679585814
FDN32,6,2541.890802311685
FDN32,4,1771.967241648217
FDZ27,9,1246.2097780919964
FDZ27,3,1295.298500502226
FDZ27,0,-617.3224542186454
FDZ27,1,678.5187772333531
FDZ27,5,2305.9446892459628
FDZ27,7,905.5163448786302
FDZ27,2,577.5889254508784
FDZ27,8,823.1580184759189
FDZ27,6,479.4931412017904
FDZ27,4,-290.4304194616775
FDW23,9,917.2540943543224
FDW23,3,966.342816764552
FDW23,0,-946.2781379563194
FDW23,1,349.56309349567914
FDW23,5,1976.9890055082888
FDW23,7,576.5606611409562
FDW23,2,248.63324171320437
FDW23,8,494.2023347382449
FDW23,6,150.53745746411641
FDW23,4,-619.3861031993515
FDU01,9,3377.1251970579774
FDU01,3,3426.2139194682068
FDU01,0,1513.5929647473354
FDU01,1,2809.434196199334
FDU01,5,4436.860108211944
FDU01,7,3036.431763844611
FDU01,2,2708.5043444168596
FDU01,8,2954.0734374419
FDU01,6,2610.4085601677716
FDU01,4,1840.4849995043032
FDF10,9,2643.6846892450294
FDF10,3,2692.773411655259
FDF10,0,780.1524569343876
FDF10,1,2075.993688386386
FDF10,5,3703.4196003989955
FDF10,7,2302.991256031663
FDF10,2,1975.063836603911
FDF10,8,2220.632929628952
FDF10,6,1876.9680523548234
FDF10,4,1107.0444916913552
DRH03,9,1825.381138168602
DRH03,3,1874.469860578832
DRH03,0,-38.15109414203971
DRH03,1,1257.6901373099588
DRH03,5,2885.1160493225684
DRH03,7,1484.6877049552359
DRH03,2,1156.760285527484
DRH03,8,1402.3293785525248
DRH03,6,1058.664501278396
DRH03,4,288.74094061492815
FDW27,9,2700.059468624827
FDW27,3,2749.1481910350567
FDW27,0,836.5272363141848
FDW27,1,2132.3684677661836
FDW27,5,3759.794379778793
FDW27,7,2359.3660354114604
FDW27,2,2031.4386159837086
FDW27,8,2277.0077090087493
FDW27,6,1933.3428317346209
FDW27,4,1163.4192710711527
DRI13,9,3818.040530657746
DRI13,3,3867.1292530679752
DRI13,0,1954.5082983471036
DRI13,1,3250.349529799102
DRI13,5,4877.775441811712
DRI13,7,3477.3470974443794
DRI13,2,3149.4196780166276
DRI13,8,3394.988771041668
DRI13,6,3051.3238937675396
DRI13,4,2281.4003331040717
NCR05,9,3486.079975159948
NCR05,3,3535.1686975701773
NCR05,0,1622.5477428493057
NCR05,1,2918.388974301304
NCR05,5,4545.814886313914
NCR05,7,3145.3865419465815
NCR05,2,2817.4591225188296
NCR05,8,3063.02821554387
NCR05,6,2719.3633382697417
NCR05,4,1949.4397776062735
FDI35,9,3232.4289306747323
FDI35,3,3281.517653084962
FDI35,0,1368.8966983640908
FDI35,1,2664.737929816089
FDI35,5,4292.163841828698
FDI35,7,2891.7354974613663
FDI35,2,2563.8080780336145
FDI35,8,2809.377171058655
FDI35,6,2465.7122937845265
FDI35,4,1695.7887331210584
FDX08,9,3231.0510958738505
FDX08,3,3280.1398182840803
FDX08,0,1367.518863563209
FDX08,1,2663.360095015207
FDX08,5,4290.786007027817
FDX08,7,2890.3576626604845
FDX08,2,2562.4302432327327
FDX08,8,2807.9993362577734
FDX08,6,2464.3344589836447
FDX08,4,1694.4108983201766
NCJ18,9,2026.9426173015495
NCJ18,3,2076.0313397117793
NCJ18,0,163.4103849909077
NCJ18,1,1459.2516164429062
NCJ18,5,3086.677528455516
NCJ18,7,1686.249184088183
NCJ18,2,1358.3217646604314
NCJ18,8,1603.8908576854722
NCJ18,6,1260.2259804113437
NCJ18,4,490.30241974787555
FDJ41,9,4517.126852591158
FDJ41,3,4566.215575001388
FDJ41,0,2653.5946202805167
FDJ41,1,3949.4358517325154
FDJ41,5,5576.861763745125
FDJ41,7,4176.433419377792
FDJ41,2,3848.505999950041
FDJ41,8,4094.075092975081
FDJ41,6,3750.410215700953
FDJ41,4,2980.4866550374845
FDU08,9,1980.7333316065808
FDU08,3,2029.8220540168106
FDU08,0,117.201099295939
FDU08,1,1413.0423307479375
FDU08,5,3040.468242760547
FDU08,7,1640.0398983932146
FDU08,2,1312.1124789654627
FDU08,8,1557.6815719905035
FDU08,6,1214.0166947163748
FDU08,4,444.09313405290686
FDS09,9,1166.1140322251185
FDS09,3,1215.2027546353481
FDS09,0,-697.4182000855235
FDS09,1,598.4230313664752
FDS09,5,2225.8489433790846
FDS09,7,825.4205990117523
FDS09,2,497.4931795840005
FDS09,8,743.062272609041
FDS09,6,399.39739533491274
FDS09,4,-370.5261653285552
DRH15,9,987.4277693517517
DRH15,3,1036.5164917619813
DRH15,0,-876.1044629588905
DRH15,1,419.73676849310846
DRH15,5,2047.162680505718
DRH15,7,646.7343361383855
DRH15,2,318.8069167106337
DRH15,8,564.3760097356742
DRH15,6,220.71113246154573
DRH15,4,-549.2124282019222
NCV17,9,2448.4464958427006
NCV17,3,2497.5352182529305
NCV17,0,584.9142635320588
NCV17,1,1880.7554949840573
NCV17,5,3508.1814069966667
NCV17,7,2107.753062629334
NCV17,2,1779.8256432015824
NCV17,8,2025.394736226623
NCV17,6,1681.7298589524946
NCV17,4,911.8062982890265
NCO54,9,1296.2949016885962
NCO54,3,1345.3836240988257
NCO54,0,-567.2373306220461
NCO54,1,728.6039008299529
NCO54,5,2356.0298128425625
NCO54,7,955.6014684752299
NCO54,2,627.6740490474781
NCO54,8,873.2431420725186
NCO54,6,529.5782647983901
NCO54,4,-240.3452958650778
FDE24,9,2506.802992152913
FDE24,3,2555.8917145631426
FDE24,0,643.270759842271
FDE24,1,1939.1119912942695
FDE24,5,3566.5379033068793
FDE24,7,2166.1095589395463
FDE24,2,1838.1821395117947
FDE24,8,2083.7512325368352
FDE24,6,1740.086355262707
FDE24,4,970.1627945992389
FDH53,9,1789.179629125916
FDH53,3,1838.268351536146
FDH53,0,-74.35260318472592
FDH53,1,1221.4886282672728
FDH53,5,2848.914540279882
FDH53,7,1448.4861959125499
FDH53,2,1120.558776484798
FDH53,8,1366.1278695098388
FDH53,6,1022.4629922357101
FDH53,4,252.53943157224217
FDZ13,9,1091.3291397557575
FDZ13,3,1140.4178621659871
FDZ13,0,-772.2030925548843
FDZ13,1,523.6381388971142
FDZ13,5,2151.064050909724
FDZ13,7,750.6357065423913
FDZ13,2,422.70828711463946
FDZ13,8,668.27738013968
FDZ13,6,324.6125028655515
FDZ13,4,-445.3110577979164
FDW28,9,3379.964655580643
FDW28,3,3429.053377990873
FDW28,0,1516.432423270001
FDW28,1,2812.2736547219993
FDW28,5,4439.699566734609
FDW28,7,3039.2712223672766
FDW28,2,2711.3438029395247
FDW28,8,2956.9128959645655
FDW28,6,2613.2480186904368
FDW28,4,1843.3244580269688
FDU46,9,1867.794011107508
FDU46,3,1916.8827335177377
FDU46,0,4.2617787968661105
FDU46,1,1300.1030102488646
FDU46,5,2927.5289222614742
FDU46,7,1527.1005778941417
FDU46,2,1199.1731584663899
FDU46,8,1444.7422514914306
FDU46,6,1101.077374217302
FDU46,4,331.15381355383397
NCE43,9,2940.3443411641674
NCE43,3,2989.4330635743972
NCE43,0,1076.8121088535256
NCE43,1,2372.653340305524
NCE43,5,4000.0792523181335
NCE43,7,2599.6509079508014
NCE43,2,2271.723488523049
NCE43,8,2517.2925815480903
NCE43,6,2173.6277042739616
NCE43,4,1403.7041436104932
NCC42,9,2578.757705010536
NCC42,3,2627.846427420766
NCC42,0,715.2254726998942
NCC42,1,2011.0667041518927
NCC42,5,3638.4926161645026
NCC42,7,2238.0642717971696
NCC42,2,1910.1368523694177
NCC42,8,2155.7059453944585
NCC42,6,1812.04106812033
NCC42,4,1042.1175074568619
FDQ20,9,1047.3605769014694
FDQ20,3,1096.449299311699
FDQ20,0,-816.1716554091727
FDQ20,1,479.66957604282607
FDQ20,5,2107.0954880554355
FDQ20,7,706.6671436881031
FDQ20,2,378.7397242603513
FDQ20,8,624.3088172853918
FDQ20,6,280.64394001126357
FDQ20,4,-489.27962065220436
FDA13,9,917.2451998533993
FDA13,3,966.3339222636289
FDA13,0,-946.2870324572423
FDA13,1,349.554198994756
FDA13,5,1976.9801110073656
FDA13,7,576.5517666400331
FDA13,2,248.62434721228124
FDA13,8,494.19344023732174
FDA13,6,150.5285629631935
FDA13,4,-619.3949977002749
FDZ15,9,2277.2619766783473
FDZ15,3,2326.350699088577
FDZ15,0,413.7297443677055
FDZ15,1,1709.570975819704
FDZ15,5,3336.996887832314
FDZ15,7,1936.568543464981
FDZ15,2,1608.6411240372292
FDZ15,8,1854.21021706227
FDZ15,6,1510.5453397881415
FDZ15,4,740.6217791246734
NCV42,9,2147.980545445745
NCV42,3,2197.0692678559744
NCV42,0,284.44831313510304
NCV42,1,1580.2895445871015
NCV42,5,3207.715456599711
NCV42,7,1807.2871122323786
NCV42,2,1479.3596928046268
NCV42,8,1724.9287858296675
NCV42,6,1381.263908555539
NCV42,4,611.3403478920709
DRI51,9,3080.4760183195262
DRI51,3,3129.564740729756
DRI51,0,1216.9437860088844
DRI51,1,2512.785017460883
DRI51,5,4140.210929473493
DRI51,7,2739.78258510616
DRI51,2,2411.855165678408
DRI51,8,2657.4242587034487
DRI51,6,2313.7593814293205
DRI51,4,1543.835820765852
FDO28,9,2234.3370925744857
FDO28,3,2283.4258149847155
FDO28,0,370.8048602638439
FDO28,1,1666.6460917158424
FDO28,5,3294.0720037284523
FDO28,7,1893.6436593611195
FDO28,2,1565.716239933368
FDO28,8,1811.2853329584084
FDO28,6,1467.62045568428
FDO28,4,697.6968950208118
NCS54,9,3198.9452483134764
NCS54,3,3248.033970723706
NCS54,0,1335.4130160028344
NCS54,1,2631.2542474548327
NCS54,5,4258.6801594674425
NCS54,7,2858.2518151001095
NCS54,2,2530.324395672358
NCS54,8,2775.8934886973984
NCS54,6,2432.22861142327
NCS54,4,1662.305050759802
FDH16,9,1775.6321166422356
FDH16,3,1824.7208390524652
FDH16,0,-87.90011566840622
FDH16,1,1207.9411157835923
FDH16,5,2835.367027796202
FDH16,7,1434.9386834288691
FDH16,2,1107.0112640011175
FDH16,8,1352.580357026158
FDH16,6,1008.9154797520296
FDH16,4,238.99191908856142
FDR52,9,3373.8295837464157
FDR52,3,3422.9183061566455
FDR52,0,1510.2973514357739
FDR52,1,2806.1385828877724
FDR52,5,4433.564494900382
FDR52,7,3033.1361505330497
FDR52,2,2705.2087311052974
FDR52,8,2950.7778241303386
FDR52,6,2607.1129468562094
FDR52,4,1837.1893861927415
NCH06,9,4188.0839828544185
NCH06,3,4237.172705264648
NCH06,0,2324.5517505437765
NCH06,1,3620.3929819957757
NCH06,5,5247.8188940083855
NCH06,7,3847.3905496410525
NCH06,2,3519.4631302133007
NCH06,8,3765.0322232383414
NCH06,6,3421.3673459642127
NCH06,4,2651.443785300745
FDA36,9,3346.3369827885126
FDA36,3,3395.4257051987424
FDA36,0,1482.804750477871
FDA36,1,2778.64598192987
FDA36,5,4406.071893942479
FDA36,7,3005.6435495751466
FDA36,2,2677.716130147395
FDA36,8,2923.2852231724355
FDA36,6,2579.620345898307
FDA36,4,1809.696785234839
FDU56,9,3285.189947702227
FDU56,3,3334.2786701124564
FDU56,0,1421.657715391585
FDU56,1,2717.4989468435833
FDU56,5,4344.924858856193
FDU56,7,2944.49651448886
FDU56,2,2616.569095061109
FDU56,8,2862.138188086149
FDU56,6,2518.473310812021
FDU56,4,1748.5497501485527
FDT09,9,2555.8050725219446
FDT09,3,2604.8937949321744
FDT09,0,692.2728402113025
FDT09,1,1988.114071663301
FDT09,5,3615.5399836759107
FDT09,7,2215.111639308578
FDT09,2,1887.1842198808263
FDT09,8,2132.753312905867
FDT09,6,1789.0884356317383
FDT09,4,1019.1648749682704
FDU25,9,1317.0460592793922
FDU25,3,1366.1347816896218
FDU25,0,-546.4861730312496
FDU25,1,749.355058420749
FDU25,5,2376.7809704333586
FDU25,7,976.352626066026
FDU25,2,648.4252066382742
FDU25,8,893.9942996633147
FDU25,6,550.3294223891862
FDU25,4,-219.5941382742817
FDK41,9,1589.610386485523
FDK41,3,1638.6991088957525
FDK41,0,-273.9218458251189
FDK41,1,1021.9193856268796
FDK41,5,2649.345297639489
FDK41,7,1248.9169532721564
FDK41,2,920.9895338444048
FDK41,8,1166.5586268694453
FDK41,6,822.8937495953169
FDK41,4,52.97018893184895
FDM24,9,2818.6933271114685
FDM24,3,2867.7820495216984
FDM24,0,955.1610948008265
FDM24,1,2251.0023262528252
FDM24,5,3878.4282382654346
FDM24,7,2477.999893898102
FDM24,2,2150.0724744703502
FDM24,8,2395.641567495391
FDM24,6,2051.9766902212623
FDM24,4,1282.0531295577944
FDQ45,9,3384.924996037319
FDQ45,3,3434.013718447549
FDQ45,0,1521.392763726677
FDQ45,1,2817.2339951786753
FDQ45,5,4444.659907191285
FDQ45,7,3044.2315628239526
FDQ45,2,2716.3041433962007
FDQ45,8,2961.8732364212415
FDQ45,6,2618.208359147113
FDQ45,4,1848.2847984836449
DRK59,9,4021.1384705746605
DRK59,3,4070.22719298489
DRK59,0,2157.6062382640184
DRK59,1,3453.4474697160167
DRK59,5,5080.873381728627
DRK59,7,3680.445037361294
DRK59,2,3352.517617933542
DRK59,8,3598.0867109585824
DRK59,6,3254.421833684454
DRK59,4,2484.4982730209863
FDR21,9,3083.135082930403
FDR21,3,3132.2238053406327
FDR21,0,1219.6028506197613
FDR21,1,2515.4440820717596
FDR21,5,4142.869994084369
FDR21,7,2742.441649717037
FDR21,2,2414.514230289285
FDR21,8,2660.0833233143258
FDR21,6,2316.418446040197
FDR21,4,1546.494885376729
FDT44,9,2118.6861894957406
FDT44,3,2167.7749119059704
FDT44,0,255.15395718509876
FDT44,1,1550.9951886370973
FDT44,5,3178.421100649707
FDT44,7,1777.992756282374
FDT44,2,1450.0653368546225
FDT44,8,1695.6344298796632
FDT44,6,1351.9695526055348
FDT44,4,582.0459919420666
FDX14,9,1486.7078749914708
FDX14,3,1535.7965974017004
FDX14,0,-376.8243573191712
FDX14,1,919.0168741328275
FDX14,5,2546.442786145437
FDX14,7,1146.0144417781044
FDX14,2,818.0870223503528
FDX14,8,1063.6561153753933
FDX14,6,719.991238101265
FDX14,4,-49.9323225622029
FDH57,9,2466.5386615324046
FDH57,3,2515.6273839426344
FDH57,0,603.0064292217628
FDH57,1,1898.8476606737613
FDH57,5,3526.273572686371
FDH57,7,2125.845228319038
FDH57,2,1797.9178088912863
FDH57,8,2043.486901916327
FDH57,6,1699.8220246421986
FDH57,4,929.8984639787304
NCT41,9,2728.8902694927256
NCT41,3,2777.9789919029554
NCT41,0,865.3580371820835
NCT41,1,2161.199268634082
NCT41,5,3788.6251806466917
NCT41,7,2388.196836279359
NCT41,2,2060.2694168516073
NCT41,8,2305.838509876648
NCT41,6,1962.1736326025195
NCT41,4,1192.2500719390514
FDO11,9,4370.084680579789
FDO11,3,4419.173402990019
FDO11,0,2506.552448269147
FDO11,1,3802.3936797211463
FDO11,5,5429.819591733756
FDO11,7,4029.391247366423
FDO11,2,3701.4638279386713
FDO11,8,3947.032920963712
FDO11,6,3603.3680436895834
FDO11,4,2833.4444830261154
NCP42,9,3478.3802648362007
NCP42,3,3527.4689872464305
NCP42,0,1614.8480325255591
NCP42,1,2910.689263977558
NCP42,5,4538.115175990168
NCP42,7,3137.6868316228347
NCP42,2,2809.759412195083
NCP42,8,3055.3285052201236
NCP42,6,2711.663627945995
NCP42,4,1941.740067282527
FDN09,9,4211.169362679697
FDN09,3,4260.258085089927
FDN09,0,2347.637130369055
FDN09,1,3643.478361821054
FDN09,5,5270.904273833663
FDN09,7,3870.475929466331
FDN09,2,3542.548510038579
FDN09,8,3788.1176030636198
FDN09,6,3444.452725789491
FDN09,4,2674.529165126023
FDP32,9,2328.080965366459
FDP32,3,2377.1696877766885
FDP32,0,464.54873305581714
FDP32,1,1760.3899645078156
FDP32,5,3387.8158765204253
FDP32,7,1987.3875321530925
FDP32,2,1659.4601127253407
FDP32,8,1905.0292057503814
FDP32,6,1561.364328476253
FDP32,4,791.4407678127848
FDV57,9,3252.9695728877864
FDV57,3,3302.058295298016
FDV57,0,1389.4373405771446
FDV57,1,2685.278572029143
FDV57,5,4312.704484041753
FDV57,7,2912.27613967442
FDV57,2,2584.3487202466686
FDV57,8,2829.917813271709
FDV57,6,2486.2529359975806
FDV57,4,1716.3293753341122
FDR56,9,3454.272940024856
FDR56,3,3503.3616624350857
FDR56,0,1590.740707714214
